subject,timepoint,event,region,signal,inc_signal
s13,4,cue,parietal,0.0536918415969,5.37
s12,4,cue,parietal,0.058198039644,5.82
s11,4,cue,parietal,0.00801326082815,0.8
s10,4,cue,parietal,0.0341087612233,3.41
s9,4,cue,parietal,0.06118767496930001,6.12
s8,4,cue,parietal,0.0312011634308,3.12
s7,4,cue,parietal,-0.0463474492093,-4.63
s6,4,cue,parietal,0.022270933550299996,2.23
s5,4,cue,parietal,0.0515414564243,5.15
s4,4,cue,parietal,0.21311712457100002,21.31
s11,2,cue,parietal,-0.0548464730976,-5.48
s10,2,cue,parietal,-0.0261177119822,-2.61
s9,8,cue,parietal,-0.039841119629099996,-3.98
s12,2,cue,parietal,-0.009485104106829999,-0.95
s13,5,cue,parietal,0.08102674417780001,8.1
s4,14,cue,frontal,-0.026796022309599998,-2.68
s8,8,cue,parietal,-0.0234004944386,-2.34
s7,8,cue,parietal,0.0183984526248,1.84
s6,8,cue,parietal,-0.056233739376,-5.62
s5,8,cue,parietal,-0.0570726138705,-5.71
s4,8,cue,parietal,-0.181240908779,-18.12
s3,8,cue,parietal,-0.016938743479599998,-1.69
s2,8,cue,parietal,-0.0774126485299,-7.74
s1,8,cue,parietal,-0.0657555651727,-6.58
s0,8,cue,parietal,-0.00273843592227,-0.27
s13,7,cue,parietal,0.003324151435,0.33
s12,7,cue,parietal,-0.010310669750299999,-1.03
s10,7,cue,parietal,-0.039477242766,-3.95
s5,14,cue,frontal,-0.0172127890483,-1.72
s11,5,cue,parietal,0.0426131300884,4.26
s13,2,cue,parietal,-0.0293295919832,-2.93
s13,3,cue,parietal,0.0007478637340930001,0.07
s12,3,cue,parietal,0.030269742656099996,3.03
s11,3,cue,parietal,-0.0321585389528,-3.22
s10,3,cue,parietal,0.0020683005827400003,0.21
s9,3,cue,parietal,0.0292979500758,2.93
s8,3,cue,parietal,-0.0008228869715830001,-0.08
s7,3,cue,parietal,-0.0713861989094,-7.14
s6,3,cue,parietal,-0.00929622159607,-0.93
s5,3,cue,parietal,0.046518559180300005,4.65
s4,3,cue,parietal,0.129606378289,12.96
s3,3,cue,parietal,0.0147962077845,1.48
s2,3,cue,parietal,0.049428130400800005,4.94
s1,3,cue,parietal,0.0330026478324,3.3
s0,3,cue,parietal,0.08504010878260003,8.5
s9,0,cue,frontal,-0.00811691318458,-0.81
s9,6,cue,frontal,0.026863560506599996,2.69
s3,14,cue,frontal,-0.030613968525200007,-3.06
s8,3,cue,frontal,-0.004987169077270001,-0.5
s4,6,cue,frontal,0.0634867092855,6.35
s3,6,cue,frontal,0.0739015779525,7.39
s2,6,cue,frontal,-0.0544052334484,-5.44
s1,6,cue,frontal,0.058831446676400015,5.88
s0,6,cue,frontal,0.050775750646000005,5.08
s13,5,cue,frontal,0.0567314714945,5.67
s12,5,cue,frontal,-0.00680544471978,-0.68
s11,5,cue,frontal,0.015301035309500001,1.53
s10,5,cue,frontal,-0.00896435593861,-0.9
s9,5,cue,frontal,0.047047564862,4.7
s8,5,cue,frontal,0.0182597693007,1.83
s7,5,cue,frontal,-0.0179456487935,-1.79
s5,5,cue,frontal,0.0358297688961,3.58
s0,7,cue,frontal,0.034597218947800004,3.46
s6,3,cue,frontal,0.00890078602149,0.89
s2,14,cue,frontal,0.038996176809699995,3.9
s8,1,cue,frontal,-0.00470193318958,-0.47
s7,1,cue,frontal,-0.045231826660199995,-4.52
s6,1,cue,frontal,0.0140633977838,1.41
s5,1,cue,frontal,-0.018492885156199998,-1.85
s4,1,cue,frontal,-0.0316738519857,-3.17
s3,1,cue,frontal,0.000653061855057,0.07
s2,1,cue,frontal,-0.010528293727100001,-1.05
s1,1,cue,frontal,-0.045580469935099996,-4.56
s0,1,cue,frontal,0.0164397984053,1.64
s13,0,cue,frontal,-0.0125760065596,-1.26
s12,0,cue,frontal,0.00523904905204,0.52
s11,0,cue,frontal,-0.0500327450639,-5.0
s10,0,cue,frontal,-0.0124119927481,-1.24
s11,8,cue,parietal,0.005470157629699999,0.55
s5,6,cue,frontal,0.012550962052700001,1.26
s6,6,cue,frontal,-0.021459549970499998,-2.15
s7,6,cue,frontal,-0.00330716756452,-0.33
s8,6,cue,frontal,0.022374201699900002,2.24
s2,5,cue,frontal,-0.013418023288600001,-1.34
s1,5,cue,frontal,0.128592379736,12.86
s0,5,cue,frontal,0.06708639987119999,6.71
s13,4,cue,frontal,0.0587040696456,5.87
s12,4,cue,frontal,-0.0004570910724180001,-0.05
s11,4,cue,frontal,-0.00453321687892,-0.45
s10,4,cue,frontal,-0.0041326642896,-0.41
s9,4,cue,frontal,0.0549092195229,5.49
s8,4,cue,frontal,0.00784968399311,0.78
s7,4,cue,frontal,-0.0308180082987,-3.08
s6,4,cue,frontal,0.0024072842748800003,0.24
s5,4,cue,frontal,0.0408262184082,4.08
s4,4,cue,frontal,0.20417063097399998,20.42
s3,4,cue,frontal,0.053442922829400004,5.34
s2,4,cue,frontal,0.013211855295899999,1.32
s1,4,cue,frontal,0.112545102272,11.25
s0,4,cue,frontal,0.0697752064117,6.98
s13,3,cue,frontal,0.0341351352969,3.41
s12,3,cue,frontal,-0.00215893498758,-0.22
s11,3,cue,frontal,-0.0368399595269,-3.68
s10,3,cue,frontal,-0.0123926975795,-1.24
s3,5,cue,frontal,0.0804468579247,8.04
s9,3,cue,frontal,0.0485983896956,4.86
s4,5,cue,frontal,0.188521242471,18.85
s6,5,cue,frontal,-0.007726105889909999,-0.77
s13,6,cue,frontal,0.022420434875799998,2.24
s12,6,cue,frontal,-0.00885467067635,-0.89
s11,6,cue,frontal,0.00573408069619,0.57
s10,6,cue,frontal,-0.027480803974099997,-2.75
s10,8,cue,parietal,-0.0661645494002,-6.62
s9,14,cue,frontal,0.010535492664399999,1.05
s12,8,cue,parietal,-0.0174229360442,-1.74
s12,17,cue,frontal,0.0036709331864399996,0.37
s8,1,cue,parietal,-0.0226751874055,-2.27
s7,1,cue,parietal,-0.07413183656280001,-7.41
s6,1,cue,parietal,-0.00428350321103,-0.43
s5,1,cue,parietal,0.0100858382625,1.01
s4,1,cue,parietal,-0.0374294562033,-3.74
s3,1,cue,parietal,-0.0215063507368,-2.15
s2,1,cue,parietal,0.00106607278632,0.11
s1,1,cue,parietal,-0.0709318988341,-7.09
s0,1,cue,parietal,0.000300322694975,0.03
s13,0,cue,parietal,-0.018393733949400002,-1.84
s12,0,cue,parietal,-0.0147968933344,-1.48
s11,0,cue,parietal,-0.0518957509165,-5.19
s10,0,cue,parietal,-0.0314295520884,-3.14
s13,17,cue,frontal,-0.00419011651606,-0.42
s11,17,cue,frontal,0.0737572737005,7.38
s13,8,cue,parietal,-0.0484351731185,-4.84
s10,17,cue,frontal,0.005243757404229999,0.52
s12,15,cue,frontal,-0.00448951009453,-0.45
s11,15,cue,frontal,0.0471023070477,4.71
s10,15,cue,frontal,0.0112412835158,1.12
s9,15,cue,frontal,0.0021702084283200004,0.22
s8,15,cue,frontal,0.025383209751499998,2.54
s7,15,cue,frontal,-0.027466991959,-2.75
s6,15,cue,frontal,0.0100518294106,1.01
s5,15,cue,frontal,-0.0195068625872,-1.95
s4,15,cue,frontal,-0.032512333508,-3.25
s3,15,cue,frontal,-0.0223767538583,-2.24
s2,15,cue,frontal,0.0247336480706,2.47
s1,15,cue,frontal,0.0125941591083,1.26
s0,15,cue,frontal,-0.019636632338,-1.96
s9,1,cue,parietal,-0.027914575721400003,-2.79
s10,1,cue,parietal,-0.0387324510709,-3.87
s11,1,cue,parietal,-0.0589195061288,-5.89
s12,1,cue,parietal,-0.025904224624799996,-2.59
s7,0,cue,frontal,-0.0430214968651,-4.3
s5,0,cue,parietal,0.00431520673796,0.43
s4,0,cue,parietal,-0.0459561860199,-4.6
s3,0,cue,parietal,-0.021160150056599998,-2.12
s2,0,cue,parietal,0.00614232810141,0.61
s1,0,cue,parietal,-0.0577055085078,-5.77
s1,0,cue,frontal,-0.040937102696000004,-4.09
s13,18,cue,frontal,-0.012163495715,-1.22
s12,18,cue,frontal,0.0043837206407100005,0.44
s11,18,cue,frontal,0.0905198558908,9.05
s6,0,cue,parietal,0.0214495567704,2.14
s10,18,cue,frontal,-0.00325075890227,-0.33
s8,18,cue,frontal,0.014358246517299996,1.44
s7,18,cue,frontal,-0.0374389826447,-3.74
s6,18,cue,frontal,0.0122480941706,1.22
s5,18,cue,frontal,0.0225013307677,2.25
s4,18,cue,frontal,-0.045560288536400005,-4.56
s3,18,cue,frontal,-0.0234015787962,-2.34
s2,18,cue,frontal,0.015343379465399999,1.53
s1,18,cue,frontal,-0.0015336926013900002,-0.15
s0,18,cue,frontal,-0.00349674253765,-0.35
s9,18,cue,frontal,-0.0006433163982769999,-0.06
s7,0,cue,parietal,-0.0635374390609,-6.35
s8,0,cue,parietal,-0.015460331531100003,-1.55
s9,0,cue,parietal,-0.0289925765556,-2.9
s2,2,cue,parietal,0.0195906789676,1.96
s1,2,cue,parietal,-0.052212934781599996,-5.22
s0,2,cue,parietal,0.033219554326999995,3.32
s13,1,cue,parietal,-0.025184002269900002,-2.52
s13,14,cue,frontal,-0.00570123521875,-0.57
s12,14,cue,frontal,-0.0033179533740100003,-0.33
s11,14,cue,frontal,0.0501327381579,5.01
s6,2,cue,parietal,-0.0229244487433,-2.29
s6,7,cue,parietal,-0.0198747030483,-1.99
s5,7,cue,parietal,-0.0423492412146,-4.23
s4,7,cue,parietal,-0.108222328291,-10.82
s3,7,cue,parietal,0.0414749599559,4.15
s2,7,cue,parietal,-0.0781117179409,-7.81
s1,7,cue,parietal,0.06564442019859999,6.56
s0,7,cue,parietal,0.025388883034099998,2.54
s13,6,cue,parietal,0.05722201441319999,5.72
s12,6,cue,parietal,0.0149150459614,1.49
s11,6,cue,parietal,0.05398855650719999,5.4
s10,6,cue,parietal,0.00620823813521,0.62
s9,6,cue,parietal,0.0173086844111,1.73
s8,6,cue,parietal,0.0353399574933,3.53
s7,6,cue,parietal,0.0233853400255,2.34
s6,6,cue,parietal,0.020649400612299997,2.06
s5,6,cue,parietal,-0.009096555114760001,-0.91
s4,6,cue,parietal,0.0493844589057,4.94
s3,6,cue,parietal,0.0849996187345,8.5
s2,6,cue,parietal,-0.0468407445775,-4.68
s1,6,cue,parietal,0.181532924007,18.15
s8,7,cue,parietal,0.00526227983545,0.53
s0,6,cue,parietal,0.0637987867698,6.38
s9,7,cue,parietal,-0.0234819381623,-2.35
s11,7,cue,parietal,0.036892431833099995,3.69
s4,9,cue,parietal,-0.149299267642,-14.93
s3,9,cue,parietal,-0.0659350721893,-6.59
s2,9,cue,parietal,-0.053902534274000005,-5.39
s1,9,cue,parietal,-0.152929131484,-15.29
s0,9,cue,parietal,-0.020043653294900002,-2.0
s7,7,cue,parietal,0.030374543163099996,3.04
s5,2,cue,parietal,0.0254025839431,2.54
s10,14,cue,frontal,0.0071673404014099985,0.72
s4,2,cue,parietal,0.021762353643299998,2.18
s8,14,cue,frontal,0.021794111017400003,2.18
s7,14,cue,frontal,-0.0198314565368,-1.98
s6,14,cue,frontal,-0.0208147703811,-2.08
s13,15,cue,frontal,-0.00305348061239,-0.31
s3,2,cue,parietal,-0.013869412300200001,-1.39
s0,16,cue,frontal,-0.0171919266504,-1.72
s2,16,cue,frontal,0.0145098643656,1.45
s9,17,cue,frontal,-0.0049004083947,-0.49
s8,17,cue,frontal,0.013762123577000001,1.38
s7,17,cue,frontal,-0.0444741031444,-4.45
s6,17,cue,frontal,0.0204153378087,2.04
s5,17,cue,frontal,0.00588373422725,0.59
s4,17,cue,frontal,-0.044785627350399995,-4.48
s3,17,cue,frontal,-0.0141380828752,-1.41
s2,17,cue,frontal,0.010319405043399999,1.03
s1,17,cue,frontal,-0.00043873874897500017,-0.04
s0,17,cue,frontal,-0.010375215296299999,-1.04
s13,16,cue,frontal,-0.0025219123314,-0.25
s12,16,cue,frontal,-0.00172336864926,-0.17
s11,16,cue,frontal,0.057105395789199986,5.71
s10,16,cue,frontal,0.010163192917799999,1.02
s9,16,cue,frontal,-0.00428986666204,-0.43
s8,16,cue,frontal,0.0163316275274,1.63
s7,16,cue,frontal,-0.0396866842019,-3.97
s6,16,cue,frontal,0.031506509003400004,3.15
s5,16,cue,frontal,-0.0100683021535,-1.01
s4,16,cue,frontal,-0.0408622819528,-4.09
s3,16,cue,frontal,-0.0168074650838,-1.68
s1,16,cue,frontal,0.00457908374535,0.46
s8,0,cue,frontal,0.010416979985799999,1.04
s7,12,cue,parietal,-0.020127482186799998,-2.01
s6,0,cue,frontal,0.018652538309799998,1.87
s13,17,cue,parietal,-0.017293378635799998,-1.73
s12,18,cue,parietal,-0.0114341079411,-1.14
s11,18,cue,parietal,0.0431949665488,4.32
s10,18,cue,parietal,-0.043577498564800005,-4.36
s9,18,cue,parietal,-0.051040172801099994,-5.1
s8,18,cue,parietal,-0.0170971882592,-1.71
s7,18,cue,parietal,-0.0133806287451,-1.34
s6,18,cue,parietal,0.0195316379848,1.95
s5,18,cue,parietal,0.0371607084325,3.72
s4,18,cue,parietal,-0.052735580722400005,-5.27
s3,18,cue,parietal,-0.0397100941829,-3.97
s2,18,cue,parietal,0.0178053386573,1.78
s1,18,cue,parietal,-0.0263701313418,-2.64
s0,18,cue,parietal,-0.0146635254755,-1.47
s6,14,cue,parietal,-0.0142616476371,-1.43
s11,17,cue,parietal,0.0318670051798,3.19
s13,18,cue,parietal,-0.0208155049959,-2.08
s10,17,cue,parietal,-0.0312467589892,-3.12
s9,17,cue,parietal,-0.0363623279856,-3.64
s8,17,cue,parietal,-0.00591917445721,-0.59
s7,17,cue,parietal,-0.026435320035799997,-2.64
s6,17,cue,parietal,0.0279699301572,2.8
s5,17,cue,parietal,0.025827300027200004,2.58
s4,17,cue,parietal,-0.0373954538034,-3.74
s3,17,cue,parietal,-0.0395893913264,-3.96
s2,17,cue,parietal,0.0178025751851,1.78
s1,17,cue,parietal,-0.0104811213701,-1.05
s0,17,cue,parietal,-0.0258956572719,-2.59
s13,16,cue,parietal,-0.00937936303601,-0.94
s12,16,cue,parietal,-0.022735163424,-2.27
s12,17,cue,parietal,-0.0153776919753,-1.54
s7,9,cue,parietal,-0.00015903753670700005,-0.02
s11,16,cue,parietal,0.029306763807299997,2.93
s10,16,cue,parietal,-0.0169822376089,-1.7
s9,16,cue,parietal,-0.0353947901914,-3.54
s6,16,cue,parietal,0.0206264477832,2.06
s5,16,cue,parietal,0.0160045120059,1.6
s4,16,cue,parietal,-0.020759130944700003,-2.08
s3,16,cue,parietal,-0.041899294928099996,-4.19
s2,16,cue,parietal,0.0249311031,2.49
s1,16,cue,parietal,-0.00034926938083300004,-0.03
s0,16,cue,parietal,-0.026121668593900003,-2.61
s13,15,cue,parietal,-0.00138989175368,-0.14
s12,15,cue,parietal,-0.0248011314139,-2.48
s11,15,cue,parietal,0.037434527005199995,3.74
s10,15,cue,parietal,-0.008887011227049999,-0.89
s9,15,cue,parietal,-0.0382567607244,-3.83
s8,15,cue,parietal,0.0035904133751,0.36
s7,15,cue,parietal,-0.0138385715149,-1.38
s6,15,cue,parietal,0.006440906502939999,0.64
s5,15,cue,parietal,0.00788463386574,0.79
s4,15,cue,parietal,-0.0122946946186,-1.23
s3,15,cue,parietal,-0.0422532327786,-4.23
s2,15,cue,parietal,0.0315954006514,3.16
s1,15,cue,parietal,0.0032377943669899996,0.32
s0,15,cue,parietal,-0.0256137872876,-2.56
s13,14,cue,parietal,-0.0037138094437800004,-0.37
s12,14,cue,parietal,-0.0218242453639,-2.18
s11,14,cue,parietal,0.0413420912135,4.13
s10,14,cue,parietal,-0.01076149627,-1.08
s9,14,cue,parietal,-0.034386455789699996,-3.44
s8,14,cue,parietal,-0.007202160882479999,-0.72
s7,14,cue,parietal,-0.00865464722562,-0.87
s8,16,cue,parietal,0.000848484335915,0.08
s5,14,cue,parietal,0.00481594181701,0.48
s3,14,cue,parietal,-0.0483762564626,-4.84
s5,0,cue,frontal,-0.027032713030400002,-2.7
s2,13,cue,parietal,0.0394762595721,3.95
s13,11,cue,parietal,-0.0506949753525,-5.07
s1,14,cue,parietal,-0.0190197680179,-1.9
s0,14,cue,parietal,-0.031080444880300002,-3.11
s13,13,cue,parietal,-0.009111630042,-0.91
s12,13,cue,parietal,-0.020109147284799997,-2.01
s11,13,cue,parietal,0.028160690140800002,2.82
s10,13,cue,parietal,-0.021587219240700003,-2.16
s9,13,cue,parietal,-0.0169703491926,-1.7
s8,13,cue,parietal,-0.0264047266,-2.64
s7,13,cue,parietal,-0.014084210692700001,-1.41
s6,13,cue,parietal,-0.030560872725800006,-3.06
s5,13,cue,parietal,-0.00650677088446,-0.65
s4,13,cue,parietal,-0.010612646217499999,-1.06
s3,13,cue,parietal,-0.0637047193938,-6.37
s2,14,cue,parietal,0.0358399852165,3.58
s10,11,cue,parietal,-0.0454599782412,-4.55
s0,13,cue,parietal,-0.035779817917,-3.58
s1,12,cue,parietal,-0.103784572155,-10.38
s2,12,cue,parietal,0.030922674157599996,3.09
s3,12,cue,parietal,-0.0814599979227,-8.15
s4,12,cue,parietal,-0.00709210399119,-0.71
s1,13,cue,parietal,-0.0527102127415,-5.27
s6,12,cue,parietal,-0.042589368053599995,-4.26
s5,12,cue,parietal,-0.0220329006251,-2.2
s8,12,cue,parietal,-0.0421123872143,-4.21
s9,12,cue,parietal,-0.00404433151899,-0.4
s10,12,cue,parietal,-0.0309973342255,-3.1
s11,12,cue,parietal,-0.00237654002501,-0.24
s12,12,cue,parietal,-0.0178295249988,-1.78
s13,12,cue,parietal,-0.0257164101976,-2.57
s0,12,cue,parietal,-0.036943354135300005,-3.69
s12,10,cue,parietal,-0.0179281868977,-1.79
s12,11,cue,parietal,-0.0185363979845,-1.85
s9,10,cue,parietal,-0.0135379597181,-1.35
s9,11,cue,parietal,-0.00414114683393,-0.41
s8,11,cue,parietal,-0.045938702772599996,-4.59
s7,11,cue,parietal,-0.020265760532099997,-2.03
s6,11,cue,parietal,-0.0516043435149,-5.16
s5,11,cue,parietal,-0.039027386376699995,-3.9
s4,11,cue,parietal,-0.0190119095318,-1.9
s3,11,cue,parietal,-0.0942313372239,-9.42
s2,11,cue,parietal,0.00913697311649,0.91
s1,11,cue,parietal,-0.14978519266100002,-14.98
s0,11,cue,parietal,-0.039001979212699996,-3.9
s13,10,cue,parietal,-0.0733276094632,-7.33
s4,14,cue,parietal,-0.0118680151433,-1.19
s11,10,cue,parietal,-0.042917220338,-4.29
s11,11,cue,parietal,-0.034447322855300014,-3.44
s10,10,cue,parietal,-0.056047260253099994,-5.6
s8,10,cue,parietal,-0.045905959259199984,-4.59
s7,10,cue,parietal,-0.0142832458072,-1.43
s6,10,cue,parietal,-0.0637547873885,-6.38
s5,10,cue,parietal,-0.049764670767700005,-4.98
s4,10,cue,parietal,-0.0689714268396,-6.9
s3,10,cue,parietal,-0.0917491496902,-9.17
s2,10,cue,parietal,-0.022062221294900004,-2.21
s1,10,cue,parietal,-0.17645250841,-17.65
s0,10,cue,parietal,-0.032698832431900006,-3.27
s13,9,cue,parietal,-0.07507945052069999,-7.51
s12,9,cue,parietal,-0.0173973079805,-1.74
s11,9,cue,parietal,-0.026744402820200002,-2.67
s10,9,cue,parietal,-0.0677246043773,-6.77
s9,9,cue,parietal,-0.029546394276299997,-2.95
s7,16,cue,parietal,-0.0245893063994,-2.46
s8,9,cue,parietal,-0.039663695843300005,-3.97
s0,0,cue,frontal,0.00776611182029,0.78
s3,11,cue,frontal,-0.088991179696,-8.9
s3,12,cue,frontal,-0.07071404950839999,-7.07
s2,12,cue,frontal,0.042362869768500004,4.24
s1,12,cue,frontal,0.0122552469576,1.23
s0,12,cue,frontal,-0.00712513368928,-0.71
s13,11,cue,frontal,-0.0403692122031,-4.04
s12,11,cue,frontal,-0.006349258059760001,-0.63
s11,11,cue,frontal,0.0305283964358,3.05
s10,11,cue,frontal,-0.00150336559644,-0.15
s9,11,cue,frontal,0.0203803438083,2.04
s8,11,cue,frontal,-0.014830160753,-1.48
s7,11,cue,frontal,-0.0051140807625100005,-0.51
s6,11,cue,frontal,-0.0520117791936,-5.2
s5,11,cue,frontal,-0.023329026041,-2.33
s4,11,cue,frontal,-0.0246927650157,-2.47
s2,11,cue,frontal,0.0226803666835,2.27
s6,9,cue,parietal,-0.0692480810464,-6.92
s1,11,cue,frontal,-0.0327696443626,-3.28
s0,11,cue,frontal,0.00746043079225,0.75
s13,10,cue,frontal,-0.0662865277457,-6.63
s12,10,cue,frontal,-0.00935375301823,-0.94
s5,12,cue,frontal,-0.0181459403033,-1.81
s11,10,cue,frontal,-0.00413791137607,-0.41
s6,12,cue,frontal,-0.0436995941144,-4.37
s8,12,cue,frontal,-0.007430693052729999,-0.74
s1,14,cue,frontal,0.0202417407157,2.02
s0,14,cue,frontal,-0.0240757144387,-2.41
s13,13,cue,frontal,-0.00938827240792,-0.94
s12,13,cue,frontal,-0.004449969527930001,-0.44
s11,13,cue,frontal,0.0595103573341,5.95
s10,13,cue,frontal,0.00439974274153,0.44
s4,12,cue,frontal,-0.016983906673999998,-1.7
s3,7,cue,frontal,0.026668244755199997,2.67
s1,7,cue,frontal,-0.053825194023400004,-5.38
s5,9,cue,parietal,-0.0567566311895,-5.68
s4,0,cue,frontal,-0.039116488496500006,-3.91
s3,0,cue,frontal,-0.000546239981701,-0.05
s2,0,cue,frontal,0.00780174578614,0.78
s9,1,cue,frontal,0.00534188564044,0.53
s7,3,cue,frontal,-0.0396855716001,-3.97
s10,1,cue,frontal,-0.022527165043700004,-2.25
s12,1,cue,frontal,-0.00717138016831,-0.72
s5,3,cue,frontal,0.025692650575599996,2.57
s4,3,cue,frontal,0.11851503795,11.85
s3,3,cue,frontal,0.0199464936977,1.99
s2,3,cue,frontal,0.00991479192006,0.99
s1,3,cue,frontal,0.0377499519166,3.77
s0,3,cue,frontal,0.0478587888422,4.79
s13,2,cue,frontal,0.00439599259064,0.44
s12,2,cue,frontal,-0.007507127919600002,-0.75
s11,2,cue,frontal,-0.0567680902434,-5.68
s10,2,cue,frontal,-0.0198766661917,-1.99
s9,2,cue,frontal,0.027964419796899998,2.8
s8,2,cue,frontal,-0.0124962347482,-1.25
s7,2,cue,frontal,-0.043013682712400005,-4.3
s6,2,cue,frontal,0.009210766787489999,0.92
s5,2,cue,frontal,0.00212052147172,0.21
s4,2,cue,frontal,0.0188497629838,1.88
s3,2,cue,frontal,0.0024528362129800003,0.25
s2,2,cue,frontal,-0.00904849028299,-0.9
s1,2,cue,frontal,-0.027065890167099996,-2.71
s0,2,cue,frontal,0.0242960024654,2.43
s13,1,cue,frontal,-0.010346102320000002,-1.03
s11,1,cue,frontal,-0.05881368166,-5.88
s9,13,cue,frontal,0.0200739571079,2.01
s8,13,cue,frontal,0.00841925673815,0.84
s7,13,cue,frontal,-0.0175130907603,-1.75
s8,7,cue,frontal,0.0190275220282,1.9
s6,7,cue,frontal,-0.042295381926499995,-4.23
s5,7,cue,frontal,-0.014399555076,-1.44
s4,7,cue,frontal,-0.08678567442360001,-8.68
s11,8,cue,frontal,-0.0449253297058,-4.49
s9,10,cue,frontal,0.0104634607701,1.05
s12,8,cue,frontal,-0.00319476716939,-0.32
s0,9,cue,frontal,0.0100270560903,1.0
s7,10,cue,frontal,0.0055851620763000005,0.56
s6,10,cue,frontal,-0.0642260670844,-6.42
s5,10,cue,frontal,-0.0255391841237,-2.55
s4,10,cue,frontal,-0.0665928664573,-6.66
s3,10,cue,frontal,-0.0932567846039,-9.33
s2,10,cue,frontal,-0.0037706668274099997,-0.38
s1,10,cue,frontal,-0.0979839589249,-9.8
s0,10,cue,frontal,0.0109838741313,1.1
s13,9,cue,frontal,-0.08295484081480001,-8.3
s12,9,cue,frontal,-0.007656073596260002,-0.77
s11,9,cue,frontal,-0.036139696051500005,-3.61
s10,9,cue,frontal,-0.0393027138944,-3.93
s9,9,cue,frontal,-0.00313320233461,-0.31
s8,9,cue,frontal,-0.00573536473473,-0.57
s7,9,cue,frontal,0.014398518725999999,1.44
s6,9,cue,frontal,-0.07089808257689999,-7.09
s5,9,cue,frontal,-0.0288370652557,-2.88
s4,9,cue,frontal,-0.136591741754,-13.66
s3,9,cue,frontal,-0.0775334474769,-7.75
s2,9,cue,frontal,-0.037688644057,-3.77
s1,9,cue,frontal,-0.14604799449300002,-14.6
s13,8,cue,frontal,-0.0709909206509,-7.1
s7,7,cue,frontal,0.008843981048030001,0.88
s9,7,cue,frontal,0.0036425919011,0.36
s6,13,cue,frontal,-0.0376522604288,-3.77
s10,7,cue,frontal,-0.047083648611699995,-4.71
s5,13,cue,frontal,-0.014984725195899997,-1.5
s4,13,cue,frontal,-0.021514218925099998,-2.15
s3,13,cue,frontal,-0.0476390505751,-4.76
s2,13,cue,frontal,0.0479183348854,4.79
s1,13,cue,frontal,0.0283786550184,2.84
s0,13,cue,frontal,-0.021728985185099997,-2.17
s13,12,cue,frontal,-0.020686078151599997,-2.07
s12,12,cue,frontal,-0.00303419038518,-0.3
s11,12,cue,frontal,0.0557662167698,5.58
s10,12,cue,frontal,0.00571118118196,0.57
s9,12,cue,frontal,0.0242915167749,2.43
s7,12,cue,frontal,-0.0140053394853,-1.4
s2,7,cue,frontal,-0.0783632202795,-7.84
s10,10,cue,frontal,-0.0161241042357,-1.61
s8,10,cue,frontal,-0.015140518796299999,-1.51
s10,8,cue,frontal,-0.0525045392834,-5.25
s9,8,cue,frontal,-0.008728632014290002,-0.87
s8,8,cue,frontal,0.0072777902114700005,0.73
s7,8,cue,frontal,0.015765089874,1.58
s6,8,cue,frontal,-0.0639606670951,-6.4
s5,8,cue,frontal,-0.0282917476443,-2.83
s4,8,cue,frontal,-0.160820708077,-16.08
s3,8,cue,frontal,-0.0338482069836,-3.38
s2,8,cue,frontal,-0.0696658068792,-6.97
s1,8,cue,frontal,-0.136059024168,-13.61
s0,8,cue,frontal,0.0181654208514,1.82
s13,7,cue,frontal,-0.0291302997811,-2.91
s12,7,cue,frontal,-0.00493910613621,-0.49
s11,7,cue,frontal,-0.0253667098182,-2.54
s0,0,cue,parietal,-0.00689923478092,-0.69
